userId,movieId,movieTitle,rating
15,1407,A Man of No Importance,5.0
15,1449,S.F.W.,4.0
15,1464,A Low Down Dirty Shame,4.0
15,1466,"Boys Life: Three Stories of Love, Lust, and Liberation",4.0
15,1476,Colonel Chabert,3.0
15,1479,"Faster, Pussycat! Kill! Kill!",1.5
15,1483,Jason's Lyric,3.0
15,1484,The Secret Adventures of Tom Thumb,3.0
15,1485,Street Fighter,3.0
15,1500,Coldblooded,3.0
15,1502,Desert Winds,1.5
15,1503,Fall Time,1.0
15,1513,The Fear,2.0
15,1517,Frank and Ollie,3.0
15,1527,Girl in the Cadillac,1.0
15,1529,Homage,3.0
15,1544,Dos Crímenes,1.0
15,1546,Brother Minister: The Assassination of Malcolm X,4.0
15,1552,Highlander: The Final Dimension,1.5
15,1556,Federal Hill,2.5
15,1562,In the Mouth of Madness,1.5
15,1569,8 Seconds,3.5
15,1573,Above the Rim,4.0
15,1580,Addams Family Values,4.0
15,1584,Martin Lawrence: You So Crazy,4.0
15,1589,Airheads,2.0
15,1597,The Air Up There,2.0
15,1608,Another Stakeout,1.0
15,1610,Barcelona,3.0
15,1615,Being Human,3.0
15,1616,The Beverly Hillbillies,3.0
15,1617,Beverly Hills Cop III,5.0
15,1625,Blink,4.0
15,1635,Blue Chips,4.0
15,1639,Blue Sky,4.0
15,1644,Body Snatchers,1.5
15,1645,Boxing Helena,3.0
15,1649,A Bronx Tale,2.0
15,1653,Cabin Boy,3.0
15,1663,Calendar Girl,3.0
15,1673,Carlito's Way,3.0
15,1676,City Slickers II: The Legend of Curly's Gold,4.0
15,1680,Clean Slate,3.0
15,1682,Cliffhanger,2.0
15,1689,Coneheads,4.5
15,1690,Color of Night,1.0
15,1694,Cops & Robbersons,3.0
15,1704,The Cowboy Way,4.0
15,1717,Dangerous Game,4.0
15,1719,Dave,4.0
15,1721,Dazed and Confused,1.5
15,1722,Demolition Man,3.5
15,1729,The Endless Summer 2,1.0
15,1732,Even Cowgirls Get the Blues,3.5
15,1735,Fatal Instinct,0.5
15,1747,Farewell My Concubine,3.5
15,1748,The Favor,4.0
15,1752,Fear of a Black Hat,3.5
15,1753,With Honors,1.0
15,1754,Flesh and Bone,3.5
15,1777,Widows' Peak,2.0
15,1779,Free Willy,1.0
15,1784,Geronimo: An American Legend,3.0
15,1792,Getting Even with Dad,3.0
15,1805,Go Fish,3.0
15,1807,A Good Man in Africa,1.5
15,1810,Guilty as Sin,2.5
15,1816,Hard Target,2.5
15,1827,Heaven & Earth,4.0
15,1831,Hot Shots! Part Deux,2.0
15,1834,Live Nude Girls,3.5
15,1836,The Englishman Who Went Up a Hill But Came Down a Mountain,2.0
15,1845,The House of the Spirits,4.0
15,1859,House Party 3,5.0
15,1860,The Hudsucker Proxy,4.0
15,1862,I'll Do Anything,2.0
15,1876,In the Army Now,2.0
15,1882,In the Line of Fire,1.5
15,1883,In the Name of the Father,4.0
15,1889,The Inkwell,3.0
15,1895,What's Love Got to Do with It,2.5
15,1897,Jimmy Hollywood,1.5
15,1904,Judgment Night,3.5
15,1909,Jurassic Park,2.0
15,1912,Kalifornia,5.0
15,1914,Killing Zoe,3.5
15,1917,King of the Hill,2.0
15,1921,Last Action Hero,4.0
15,1923,Life With Mikey,4.5
15,1945,Lightning Jack,4.0
15,1950,M. Butterfly,3.0
15,1952,Made in America,3.0
15,1953,Malice,3.0
15,1954,The Man without a Face,3.0
15,1955,Manhattan Murder Mystery,4.5
15,1956,Menace II Society,4.0
15,1961,Executive Decision,3.5
15,1962,In the Realm of the Senses,3.0
15,1964,What Happened Was...,3.0
15,1968,Mr. Wonderful,4.0
15,1994,Mrs. Doubtfire,2.5
15,1997,The Next Karate Kid,5.0
15,2000,The New Age,3.0
15,2003,Orlando,3.0
15,2005,A Perfect World,4.0
15,2006,Philadelphia,4.0
15,2010,The Piano,3.0
15,2011,Poetic Justice,3.0
15,2012,The Puppet Masters,1.0
15,2018,Radioland Murders,2.0
15,2019,The Ref,4.5
15,2020,The Remains of the Day,2.5
15,2025,Renaissance Man,2.0
15,2028,Rising Sun,3.0
15,2041,The Road to Wellville,2.0
15,2054,RoboCop 3,2.0
15,2058,Robin Hood: Men in Tights,2.5
15,2060,Romeo Is Bleeding,2.0
15,2064,Romper Stomper,4.5
15,2076,Ruby in Paradise,3.0
15,2100,Rudy,2.0
15,2105,The Saint of Fort Washington,4.0
15,2108,Savage Nights,4.5
15,2115,Schindler's List,4.0
15,2124,The Scout,2.0
15,2126,Searching for Bobby Fischer,1.0
15,2133,Second Best,3.5
15,2134,Serial Mom,3.5
15,2140,The Shadow,3.0
15,2145,Shadowlands,2.0
15,2150,Short Cuts,3.0
15,2160,A Simple Twist of Fate,3.0
15,2161,Sirens,3.0
15,2167,Six Degrees of Separation,3.0
15,2174,Sleepless in Seattle,4.0
15,2186,Sliver,3.0
15,2194,Blade Runner,4.0
15,2231,Son in Law,3.0
15,2232,So I Married an Axe Murderer,4.0
15,2243,Striking Distance,4.5
15,2248,Harem,3.5
15,2268,Super Mario Bros.,1.0
15,2269,Surviving the Game,2.5
15,2273,Terminal Velocity,2.5
15,2278,Thirty Two Short Films About Glenn Gould,2.5
15,2282,Threesome,0.5
15,2288,The Nightmare Before Christmas,3.0
15,2289,Tombstone,4.0
15,2291,Trial by Jury,3.0
15,2294,True Romance,2.0
15,2302,The War Room,3.5
15,2303,The Pagemaster,3.0
15,2311,"Paris, France",2.0
15,2313,"The Beans of Egypt, Maine",3.5
15,2318,Welcome to the Dollhouse,4.5
15,2321,Germinal,3.5
15,2324,Chasers,2.0
15,2329,Cronos,1.0
15,2333,Naked in New York,3.0
15,2334,Kika,3.0
15,2336,Bhaji on the Beach,2.0
15,2340,Little Big League,2.0
15,2351,The Slingshot,1.0
15,2353,Wide Eyed and Legless,0.5
15,2355,Foreign Student,2.0
15,2357,"Ciao, Professore!",3.0
15,2360,Spanking the Monkey,2.0
15,2366,The Little Rascals,3.0
15,2369,À la mode,1.0
15,2371,Andre,3.5
15,2378,Princess Caraboo,3.0
15,2387,The Celluloid Closet,3.5
15,2391,Café au Lait,3.0
15,2395,Dear Diary,5.0
15,2396,I Don't Want to Talk About It,2.0
15,2405,The Brady Bunch Movie,3.0
15,2406,Home Alone,3.5
15,2407,Terminator 2: Judgment Day,3.0
15,2413,Dances with Wolves,4.5
15,2424,Tough and Deadly,1.5
15,2427,The Silence of the Lambs,3.0
15,2428,Snow White and the Seven Dwarfs,1.0
15,2439,Pretty Woman,2.0
15,2447,Window to Paris,2.5
15,2455,The Wild Bunch,3.5
15,2467,Love and a .45,1.0
15,2478,The Wooden Man's Bride,4.0
15,2490,A Great Day in Harlem,1.0
15,2501,Bye Bye Love,3.0
15,2502,One Fine Day,5.0
15,2505,Candyman: Farewell to the Flesh,0.5
15,2528,Century,2.0
15,2539,Fargo,2.5
15,2541,Homeward Bound II: Lost in San Francisco,1.0
15,2542,Heavy Metal,1.0
15,2560,Hellraiser: Bloodline,3.0
15,2568,The Pallbearer,0.5
15,2571,Bread and Chocolate,5.0
15,2572,The Aristocats,5.0
15,2574,The Flower of My Secret,1.0
15,2575,Two Much,3.0
15,2579,Ed,2.5
15,2580,Scream of Stone,3.0
15,2581,My Favorite Season,1.0
15,2585,A Modern Affair,1.0
15,2594,Condition Red,4.0
15,2598,Halfaouine: Boy of the Terraces,1.5
15,2599,A Thin Line Between Love and Hate,3.0
15,2600,The Last Supper,3.0
15,2605,Primal Fear,1.0
15,2617,Rude,1.0
15,2624,Carried Away,3.0
15,2628,All Dogs Go to Heaven 2,2.5
15,2640,Land and Freedom,4.0
15,2648,Denise Calls Up,3.0
15,2657,Theodore Rex,2.0
15,2671,A Family Thing,4.0
15,2678,Frisk,1.0
15,2683,Sgt. Bilko,1.0
15,2686,Jack & Sarah,3.0
15,2692,Girl 6,3.0
15,2699,"Little Indian, Big City",3.0
15,2700,Roula,3.0
15,2701,Peanuts – Die Bank zahlt alles,1.0
15,2702,Happy Weekend,1.5
15,2706,Nelly and Monsieur Arnaud,3.0
15,2707,Courage Under Fire,3.0
15,2709,Mission: Impossible,1.0
15,2710,Cold Fever,1.0
15,2712,Moll Flanders,4.0
15,2713,The Superwife,1.0
15,2716,"301, 302",4.0
15,2717,DragonHeart,3.5
15,2718,Und keiner weint mir nach,1.5
15,2722,My Mother's Courage,2.0
15,2723,Eddie,1.0
15,2726,Yankee Zulu,2.5
15,2729,Billy's Holiday,3.0
15,2759,Purple Noon,1.0
15,2761,James and the Giant Peach,2.0
15,2762,Kids in the Hall: Brain Candy,1.0
15,2763,Faithful,1.0
15,2769,All Things Fair,2.0
15,2770,Bloodsport II,4.0
15,2791,Pather Panchali,4.0
15,2795,The World of Apu,3.5
15,2797,Mystery Science Theater 3000: The Movie,4.0
15,2803,Tarantella,1.5
15,2819,Space Jam,3.0
15,2840,Barbarella,1.0
15,2841,Hostile Intentions,2.0
15,2858,They Bite,4.0
15,2871,Some Folks Call It a Sling Blade,4.0
15,2881,The Run of the Country,1.0
15,2890,Alphaville,4.0
15,2905,Coup de Torchon,4.0
15,2908,Tigrero: A Film That Was Never Made,1.0
15,2912,The Eye of Vichy,4.0
15,2915,Windows,1.5
15,2916,It's My Party,4.0
15,2918,Country Life,4.0
15,2925,Operation Dumbo Drop,4.0
15,2947,Mrs. Winterbourne,5.0
15,2949,Under The Domim Tree,4.0
15,2952,Feeling Minnesota,1.0
15,2959,Delta of Venus,5.0
15,2973,To Cross the Rubicon,4.0
15,2976,Angus,2.0
15,2983,Priest Daens,4.0
15,2985,Faces,3.0
15,2987,The Quest,4.0
15,2990,Cosi,3.5
15,2993,Sunset Park,4.0
15,2997,Mulholland Falls,5.0
15,3000,The Truth About Cats & Dogs,4.0
15,3004,Oliver & Company,1.0
15,3005,Celtic Pride,1.0
15,3006,Captives,5.0
15,3007,Of Love and Shadows,2.5
15,3008,Dead Man,2.0
15,3010,The Horseman on the Roof,4.0
15,3019,Switchblade Sisters,3.0
15,3020,Multiplicity,3.0
15,3030,"The Haunted World of Edward D. Wood, Jr.",4.0
15,3033,The Craft,4.0
15,3039,The Great White Hype,4.0
15,3044,Last Dance,3.0
15,3052,War Stories Our Mother Never Told Us,3.0
15,3060,Cold Comfort Farm,4.0
15,3077,"Institute Benjamenta, or This Dream People Call Human Life",3.0
15,3081,Heaven's Prisoners,1.0
15,3082,Original Gangstas,3.0
15,3083,The Rock,5.0
15,3089,Getting Away with Murder,3.0
15,3101,Cemetery Man,4.0
15,3104,Barb Wire,4.0
15,3107,Le Garçu,3.0
15,3108,Thinner,4.0
15,3113,Spy Hard,2.0
15,3114,Brothers in Trouble,1.0
15,3128,A Close Shave,4.0
15,3129,Force of Evil,3.5
15,3134,The Stupids,1.0
15,3146,The Arrival,1.5
15,3147,The Man from Down Under,1.0
15,3148,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1.0
15,3150,Careful,3.0
15,3152,Vermont Is for Lovers,3.0
15,3157,A Month by the Lake,1.0
15,3160,Gold Diggers: The Secret of Bear Mountain,3.0
15,3168,Kim,2.5
15,3173,Carmen Miranda: Bananas Is My Business,2.5
15,3174,Ashes of Time,1.0
15,3175,The Jar,4.0
15,3176,Maya Lin: A Strong Clear Vision,2.0
15,3181,Striptease,1.0
15,3182,The Last of the High Kings,2.0
15,3185,Heavy,2.0
15,3210,I Shot Andy Warhol,5.0
15,3219,The Grass Harp,2.0
15,3225,Someone Else's America,1.0
15,3246,Life is Rosy,4.0
15,3250,Quartier Mozart,2.0
15,3253,Touki Bouki,3.0
15,3255,God's Gift,2.0
15,3256,Spirits of the Dead,2.0
15,3261,Babyfever,4.0
15,3262,Pharaoh's  Army,1.0
15,3265,Trainspotting,4.0
15,3266,Til There Was You,5.0
15,3267,Independence Day,3.0
15,3272,Stealing Beauty,2.0
15,3273,The Cable Guy,1.0
15,3275,Kingpin,0.5
15,3285,Eraser,2.0
15,3286,The Gate of Heavenly Peace,3.0
15,3298,"I, the Worst of All",4.0
15,3300,An Unforgettable Summer,5.0
15,3301,A Hungarian Fairy Tale,4.0
15,3307,My Life and Times With Antonin Artaud,3.0
15,3316,Midnight Dancers,1.5
15,3317,Somebody to Love,5.0
15,3318,A Very Natural Thing,3.0
15,3320,The Old Lady Who Walked in the Sea,5.0
15,3328,The Frighteners,4.0
15,3358,Lone Star,2.5
15,3361,Harriet the Spy,3.0
15,3362,Phenomenon,3.5
15,3386,Walking and Talking,3.0
15,3390,She's the One,1.0
15,3408,A Time to Kill,2.0
15,3409,American Buffalo,4.0
15,3418,Rendezvous in Paris,1.0
15,3421,Alaska,1.5
15,3429,Fled,3.0
15,3435,Kazaam,2.5
15,3448,Magic Hunter,2.5
15,3461,Larger Than Life,3.0
15,3462,A Boy Called Hate,1.5
15,3471,Power 98,4.0
15,3476,Two Deaths,4.5
15,3477,A Very Brady Sequel,3.0
15,3481,Stefano Quantestorie,5.0
15,3484,Death in the Garden,0.5
15,3489,Hedd Wyn,2.0
15,3499,La Collectionneuse,3.0
15,3504,Kaspar Hauser,4.0
15,3505,Regular Guys,4.0
15,3510,Diebinnen,2.0
15,3512,The Adventures of Pinocchio,3.0
15,3527,Joe's Apartment,3.0
15,3534,The First Wives Club,1.0
15,3535,High School High,1.0
15,3536,Phat Beach,4.0
15,3538,The Crow: City of Angels,1.5
15,3543,House Arrest,2.0
15,3552,Eyes Without a Face,2.0
15,3555,Bordello of Blood,1.0
15,3556,Lotto Land,3.0
15,3566,The Story of Xinghua,3.0
15,3569,The Day the Sun Turned Cold,4.0
15,3571,Flirt,4.0
15,3577,The Big Squeeze,3.5
15,3578,The Spitfire Grill,2.0
15,3598,Escape from L.A.,3.0
15,3617,Cyclo,4.0
15,3618,Basquiat,2.0
15,3623,Tin Cup,1.0
15,3624,Dingo,2.0
15,3626,Every Other Weekend,3.0
15,3633,Mille bolle blu,4.0
15,3634,Crows and Sparrows,2.0
15,3635,The Godfather,3.5
15,3638,Maybe... Maybe Not,3.5
15,3639,Police Story 3: Supercop,2.0
15,3671,Manny & Lo,2.0
15,3683,Small Faces,4.0
15,3707,Carpool,5.0
15,3717,Death in Brunswick,1.0
15,3728,Kansas City,4.0
15,3730,Gone Fishin',5.0
15,3735,Lover's Knot,2.0
15,3742,Vive L'Amour,2.5
15,3745,Shadow of Angels,1.0
15,3747,Killer: A Journal of Murder,2.0
15,3751,Project S,1.0
15,3752,Bye-Bye,1.0
15,3755,The Relic,1.5
15,3763,First Kid,2.0
15,3783,The Trigger Effect,2.0
15,3785,Sweet Nothing,4.0
15,3786,Bogus,2.0
15,3787,Talk of Angels,3.0
15,3788,The Land Before Time III: The Time of the Great Giving,3.0
15,3793,1-900,2.0
15,3794,Baton Rouge,4.0
15,3798,Halloween: The Curse of Michael Myers,2.0
15,3800,Twelfth Night,2.0
15,3801,Mother Night,3.0
15,3823,Liebelei,2.0
15,3825,Venice,1.0
15,3826,Wild Reeds,1.0
15,3827,For Whom the Bell Tolls,2.5
15,3852,The Philadelphia Story,3.0
15,3854,Singin' in the Rain,3.0
15,3861,An American in Paris,3.0
15,3863,Funny Face,2.0
15,3868,Breakfast at Tiffany's,4.0
15,3882,Vertigo,4.0
15,3892,It Happened One Night,1.0
15,3893,The Gay Divorcee,1.0
15,3896,North by Northwest,3.0
15,3897,Some Like It Hot,3.0
15,3910,Charade,2.0
15,3911,Casablanca,2.0
15,3915,My Fair Lady,5.0
15,3943,Roman Holiday,3.0
15,3948,The Little Princess,5.0
15,3949,Meet Me in St. Louis,5.0
15,3952,Gone with the Wind,4.0
15,3956,My Favorite Year,1.0
15,3967,Sunset Boulevard,1.0
15,3968,Citizen Kane,2.5
15,3969,2001: A Space Odyssey,1.0
15,3977,Golden Earrings,3.0
15,3979,All About Eve,1.0
15,3981,Rebecca,1.0
15,3983,Foreign Correspondent,5.0
15,3984,An Affair to Remember,4.0
15,3986,To Catch a Thief,1.0
15,3987,The Band Wagon,4.0
15,3988,Ninotchka,1.0
15,3989,The Reluctant Debutante,3.0
15,3990,The Adventures of Robin Hood,1.0
15,3993,Laura,1.0
15,3994,The Ghost and Mrs. Muir,4.0
15,3996,Top Hat,5.0
15,3998,East of Eden,1.0
15,3999,The Thin Man,3.0
15,4005,His Girl Friday,3.5
15,4006,Around the World in Eighty Days,3.0
15,4007,It's a Wonderful Life,3.5
15,4010,Mr. Smith Goes to Washington,2.0
15,4011,Bringing Up Baby,1.0
15,4014,Penny Serenade,2.0
15,4015,Lady of Burlesque,5.0
15,4017,Of Human Bondage,4.0
15,4018,Angel on My Shoulder,1.0
15,4019,They Made Me a Criminal,2.0
15,4020,The Inspector General,3.0
15,4021,Angel and the Badman,3.0
15,4022,A Walk in the Sun,3.0
15,4023,The Outlaw,2.0
15,4025,The African Queen,1.0
